MSA2000s,t_Pop_growth00_10,t_Income_growth00_10,t_hous_growth00_10,t_per_capita,t_medianvalue,t_density_pop,t_density_hhd,t_totpop,t_urban_pop,t_white,t_black,t_indian,t_asian_pac,t_other_race,t_hispanic,t_male,t_female,t_age0_17,t_age18_24,t_age25_34,t_age35_44,t_age45_54,t_age55_64,t_age65_74,t_age75over,t_m_ownkids,t_f_ownkids,t_hhder15_24,t_hhder25_34,t_hhder35_44,t_hhder45_54,t_hhder55_64,t_hhder65_74,t_hhder75over,t_hhd_1p,t_hhd_2p,t_hhd_3p,t_hhd_4p,t_hhd_5p,t_hhd_6more,t_owner_hous,t_renter_hous,t_work_inresidence,t_work_outresidence,t_work_notinplace,t_lccity,t_trans_priv,t_trans_public,t_trans_other,t_work_athome,t_traveltime5,t_traveltime5_14,t_traveltime15_29,t_traveltime30_44,t_traveltime45_59,t_traveltime60_89,t_traveltime90more,t_edu_9,t_edu_12,t_edu_hs,t_edu_coll,t_edu_assoc,t_edu_bachel,t_edu_grad,t_employed,t_unemployed,t_notlabor,t_hhdincome20k,t_hhdincomek20_30,t_hhdincomek30_40,t_hhdincomek40_50,t_hhdincomek50_60,t_hhdincomek60_75,t_hhdincomek75_100,t_hhdincomek100over,t_poverty_below,t_Vehic_0,t_Vehic_1,t_Vehic_2,t_Vehic_3,t_Vehic_4more,t_nevermarried,t_married_notsepar,t_married_separated,t_widowed,t_divorced,t_vehic_perhhd,w722,w4451,L722,L4451,Share100_4445_72,Sr4451_100,Sr722_120,Nr4451_100,Nr722_120,Share4451_722,Groc_non_food,Groc_food,Groc_non_food1,Groc_food1,S100_H,S120_H,pq_g,pq_r,pqr_nonfood,pqr_food
"Eugene--Springfield, OR MSA",0.0133269714,0.0458543049,0.0164635814,17547.7,114940,68.26,27.350755437,310944.9,0.686236024,0.9205694926,0.0076659129,0.0112945854,0.019916097,0.0405539121,0.0395046307,0.4906094201,0.5093905799,0.2333684374,0.1190798954,0.1377696073,0.1522830968,0.1382812881,0.0867991669,0.0689927714,0.0634257368,0.0202280811,0.0580718925,0.0866124921,0.1697433791,0.2066219678,0.197881444,0.126435955,0.1091302176,0.1039563168,0.2617390293,0.3716090598,0.1579964233,0.129645993,0.0510966291,0.0279128655,0.6182074631,0.3817925369,0.4345189726,0.2752168929,0.2902641345,0.7198077286,0.8410433565,0.0302227352,0.0800176771,0.0487162313,0.0406908102,0.3454184807,0.3897873906,0.1072364443,0.027342029,0.0234558473,0.0173527665,0.0389262304,0.0993337785,0.2644438933,0.2798966507,0.0722797288,0.1499721593,0.095147559,0.5973484877,0.0422297804,0.3599102906,0.29681265,0.1589886514,0.1423157515,0.1122742107,0.0823865077,0.0819528886,0.0642121582,0.0623135987,0.1406966666,0.0798296384,0.3329263433,0.3917953395,0.1397767954,0.0556718833,0.27381967,0.5177090381,0.0301287678,0.0604791493,0.1178633748,1.7858117137,8.9581577939,15.567847882,14.730606488,19.17679558,0.6277317403,1902.0773481,386.26361032,1.4531522968,5.6038690782,0.6229956851,1.416317696,2.8053867794,974.6519337,1930.5524862,3.9026050766,2.3143899008,4.2217044754,2.5547541363,0.3792085217,2.1755456145
"Fayetteville, NC MSA",0.0098904925,0.0458338225,0.0161114187,15493.2,78480,451.06,157.16483098,294443.9,0.870980563,0.5718936571,0.3398939251,0.0156735203,0.0194594644,0.0530794331,0.0628634647,0.5091741823,0.4908258177,0.2793598764,0.1469754229,0.182171299,0.1497825402,0.1018857002,0.0673620171,0.0455969475,0.0268661967,0.0184369491,0.086817392,0.0867839434,0.2509589115,0.2392875399,0.1709707266,0.1185906048,0.0854421327,0.0490251575,0.2149035919,0.3089413531,0.2067016108,0.1666212844,0.0692660896,0.0335660703,0.5887117655,0.4112882345,0.3354886085,0.2350501169,0.4294612746,0.4187870674,0.9017804769,0.0074231443,0.0678328267,0.0229635521,0.041936295,0.2832837329,0.4447403395,0.1381260316,0.0288995876,0.0208687488,0.0191817126,0.0548354282,0.1093661292,0.2922082179,0.2696764485,0.0902892423,0.1266479927,0.0569765412,0.481358389,0.0450727731,0.2973735592,0.2754310263,0.1687428868,0.1533894304,0.1211088986,0.0871368973,0.082167461,0.0642283168,0.049069267,0.1239575429,0.077747336,0.3502457861,0.4077018117,0.124452057,0.0398530092,0.266283376,0.523764277,0.0670490596,0.0516875401,0.0912157473,1.7124693561,8.3820739636,11.629416598,21.085393258,35.275362319,0.5756000372,3538.1304348,612.62135922,0.6725106871,4.015571059,0.5443594862,0.8081629152,2.3864870186,1201.7101449,3548.6231884,3.4380793095,2.5349559359,3.1946499338,2.6739902106,0.2091118376,2.464878373
"Fayetteville--Springdale--Rogers, AR MSA",0.1061860581,0.04669362,0.1056066736,16331.1,80440,157.1,59.833560812,251807.4,0.5839047857,0.913575919,0.0138112125,0.0140623329,0.0119702475,0.0465802881,0.0634370786,0.4963522956,0.5036477044,0.2548725137,0.1296218916,0.1552128038,0.1474039234,0.1131310876,0.0814127949,0.0649895248,0.0533554603,0.0170465312,0.0484758938,0.0930467934,0.2076314142,0.2116355885,0.1688762122,0.1220524881,0.1069593056,0.091755682,0.2377325864,0.3588052965,0.1695027387,0.1420620169,0.0595254194,0.0323719421,0.644655443,0.355344557,0.3905385024,0.3442422511,0.2652192465,0.6381933236,0.9249507508,0.0036255996,0.0355053856,0.0359182641,0.0425804445,0.3495548841,0.37158059,0.1383736062,0.0348544847,0.0161996795,0.0109380469,0.0918119993,0.1285971656,0.3139215515,0.2089605884,0.0400733905,0.1391077468,0.0775275579,0.6244297297,0.0344988462,0.3403896711,0.2924761146,0.1730413548,0.1422173235,0.1146551126,0.0831032574,0.0771051606,0.0585692506,0.0611565785,0.1260307702,0.0521903202,0.3337497666,0.4373707137,0.1330634805,0.043625719,0.2295717664,0.5767398206,0.0401192741,0.0562686355,0.0973005034,1.7990968706,7.8455046302,12.522205207,16.437379576,31.095238095,0.6418200875,3320.5238095,433.63073852,0.6571693525,5.2260610416,0.5179466342,,,,,4.4074470848,2.4596597115,2.6326830138,2.4502402841,0.153558572,2.296681712
"Flint, MI PMSA",0.0013122106,0.0439500484,0.005166029,18693,78710,679.2,261.49359237,434436.4,0.808290754,0.7616193482,0.2013130026,0.0060572214,0.0076640165,0.0233464113,0.0224804652,0.4801223995,0.5198776005,0.2760515992,0.0931154892,0.1462083235,0.1573113152,0.1284085676,0.0871354356,0.0641837701,0.0475854995,0.0207331155,0.0959271927,0.0533074642,0.1880500057,0.2278922228,0.1966817237,0.1394049044,0.1108638761,0.0841810897,0.2576573914,0.3188068714,0.176564705,0.1478578015,0.06435385,0.0347593807,0.7237764887,0.2762235113,0.1668819394,0.312981281,0.5201367795,0.3599961337,0.9495780448,0.0111794709,0.0203457704,0.0188967138,0.0287120146,0.2644398838,0.4143611545,0.1289523851,0.0657141988,0.0562296468,0.0226940025,0.0473989365,0.1403142933,0.3352530373,0.2472673438,0.0778713111,0.0976889048,0.0542061733,0.5762906847,0.0517873586,0.3715014758,0.2625654899,0.1343388511,0.1234398163,0.1095043219,0.0898184996,0.1026367944,0.0966337125,0.0822887884,0.1394507469,0.0886795378,0.3530903498,0.3880004133,0.1225822566,0.0476474426,0.2803715712,0.50302706,0.0332860232,0.0658678339,0.1174475117,1.7090764688,8.0128461538,11.650306748,17.47311828,17.050209205,0.6581661066,1659.8451883,505.89312977,1.4288592502,3.9159113342,0.5803020327,0.6598041566,2.4383632567,461.76987448,1706.5104603,4.0698993162,2.1137969812,3.0981674133,2.2407203364,0.2517661956,1.9889541408
"Florence, SC MSA",0.0095626156,0.0496877717,0.0160251054,15815.3,66800,152.97,56.358348847,122335.9,0.4962718746,0.5929036598,0.3915431551,0.001950075,0.0057092102,0.0078938999,0.0090307552,0.47036712,0.52963288,0.2666144379,0.0998098483,0.1422976612,0.1536735474,0.1323643564,0.089274872,0.0651133978,0.050851879,0.0146104015,0.0887909505,0.0500443293,0.1776417418,0.2197270872,0.2064321719,0.1439340941,0.1160704493,0.0845164889,0.2366007667,0.3115815725,0.1933241739,0.1561936502,0.0639207904,0.0383790463,0.7224135982,0.2775864018,0.1643062093,0.1811859987,0.654507792,0.4059123984,0.9427708353,0.010822733,0.0307311727,0.015675259,0.0317271973,0.3086831807,0.391065772,0.1479097944,0.0495690367,0.0292649131,0.0261048467,0.1140974236,0.1811657783,0.3064961808,0.1633061771,0.0597651924,0.1183105309,0.0568587169,0.5834141061,0.0446520682,0.370600244,0.3283497355,0.1539815251,0.1314592999,0.1073606467,0.0780320873,0.0789289954,0.0612691631,0.0583910222,0.1707053287,0.1130924755,0.3320817285,0.3817968484,0.1300985022,0.0429304454,0.2718182859,0.4994737746,0.0623939222,0.0849064567,0.0814075606,1.6743578237,7.8008463369,10.601596071,18.717821782,23.955882353,0.6285331737,2083.5147059,493.72680412,1.5088310997,4.3046063726,0.6460426026,1.0069006834,3.1701428952,667.33823529,2101.0588235,4.2393494275,2.5054806071,4.1770435786,2.2885417591,0.1322224195,2.1563193397
"Fort Collins--Loveland, CO MSA",0.0305515603,0.0542442723,0.0326398457,20772.7,142910,89.17,34.273473763,231886.6,0.7456703761,0.9237243353,0.0063880163,0.0063559189,0.0153782066,0.0481535229,0.077631201,0.4980939642,0.5019060358,0.2421694502,0.1420284164,0.1545219399,0.1652193243,0.1275882427,0.0727882745,0.0521847753,0.0434995767,0.0158880255,0.0467133567,0.1003368426,0.2022374043,0.239027151,0.1924083573,0.1108816542,0.0836314053,0.0719114002,0.2324870891,0.3684369659,0.164311393,0.150449046,0.0584161491,0.0258993568,0.6623789087,0.3376210913,0.4786761504,0.2578630385,0.2634608111,0.6812976062,0.8803154333,0.0081457553,0.06172167,0.0498171413,0.0361039967,0.3470846709,0.3550475696,0.1156840606,0.0415255024,0.0370997275,0.017637331,0.0290326939,0.0590047149,0.2258079437,0.2414205611,0.0712202651,0.2365716863,0.136942135,0.6782638999,0.0321337397,0.2885506498,0.2163141186,0.1341321437,0.1248109334,0.1135442023,0.0969944434,0.1054494509,0.1026553064,0.1062742609,0.0975013689,0.0416891231,0.285950586,0.4222158169,0.1766805412,0.0734639328,0.2985620883,0.5424653075,0.0229991878,0.0434786129,0.0924948035,1.9885070907,8.0591621362,18.868493151,18.430255403,49.772727273,0.5851884034,5720.0227273,451.13617886,0.4935147673,5.5183923981,0.5776918117,1.1790965091,2.8408055956,2389.1818182,5756.2727273,3.8675518527,2.7415193974,4.0199021046,2.9386561144,0.4340238054,2.5046323091
"Fort Lauderdale, FL PMSA",0.0260087795,0.0321614659,0.0216157569,21283.9,99500,1254.1,511.18725516,1512759,0.9949009459,0.7390208665,0.1899767781,0.0022972155,0.0198704417,0.0488346982,0.1430738227,0.4814560546,0.5185439454,0.2264745742,0.0751140382,0.1508974475,0.1646590121,0.1224148441,0.0855209448,0.0821918441,0.092727295,0.016729836,0.0616187834,0.0337352657,0.1710299033,0.2207934488,0.1753684492,0.1235735612,0.12309495,0.1520740166,0.2957243411,0.3436333992,0.1504437085,0.122512943,0.0547326195,0.0329529888,0.6905347653,0.3094652347,0.2053314589,0.7753221677,0.0193463734,0.2386402274,0.9219832567,0.0222109557,0.0299154042,0.0258903834,0.0177138437,0.1988522577,0.365349034,0.2472503359,0.0855771752,0.043943992,0.015422978,0.0601638097,0.1355923451,0.2934900185,0.2103845716,0.0721977878,0.1481753266,0.0799961407,0.5898959079,0.0333200315,0.3757041384,0.2488324697,0.145512344,0.1295567152,0.1068282673,0.0856578105,0.0931722019,0.0867849897,0.1036906026,0.1097944925,0.0963716941,0.4379098136,0.3598782533,0.082760033,0.023080206,0.2520259503,0.4988705643,0.046178083,0.0894234549,0.1135019475,1.5064619367,9.4045121875,13.272847615,16.716277449,33.233502538,0.5841830773,2941.6548223,538.80853432,0.9584134511,4.3704302044,0.5871890743,1.1469452152,2.8412937057,1196.7123519,2964.5803723,3.5630487667,2.5361501067,3.988238921,2.8038474705,0.4380938697,2.3657536008
"Fort Myers--Cape Coral, FL MSA",0.0278120388,0.0461996054,0.0301552637,21866.3,92980,509.12,216.5898104,409155.5,0.7731682348,0.8879199977,0.065958579,0.0025830437,0.0070937438,0.0364446357,0.0802627428,0.4871081427,0.5128918573,0.1958582463,0.0651647881,0.1162214709,0.1315123821,0.115695824,0.1232421338,0.1421919814,0.1101131733,0.0154493947,0.0460748415,0.0337005521,0.1271787628,0.1645429865,0.1475371682,0.158220236,0.2017409008,0.1669123987,0.2494929334,0.4547333124,0.1308646334,0.0973499311,0.0424552029,0.0251039868,0.7518128022,0.2481871978,0.2667057953,0.6209384193,0.1123557855,0.4275981934,0.9249384621,0.0081586017,0.0359130083,0.0309899279,0.0272020513,0.2446843015,0.3837803718,0.2033910098,0.0599967868,0.0320108666,0.0179446842,0.0565000512,0.1367493524,0.3291207348,0.2214051194,0.0591473898,0.1266262499,0.0704511025,0.5157417136,0.0212314132,0.4624763141,0.2363413394,0.1702657964,0.1482145362,0.1178978736,0.0873965866,0.0862368828,0.067820917,0.0862380792,0.0942809533,0.0577084812,0.4587724902,0.3787871143,0.0794293524,0.0253025619,0.1745843178,0.5962065269,0.0338586363,0.0898699798,0.1054805392,1.5666936471,8.6040125885,12.855844619,18.235294118,46,0.604376644,3670.2459016,521.24163028,0.7009218271,3.9469942231,0.603266608,1.0010485101,2.6392981589,1428.1885246,3765.4672131,3.6948864306,2.4186629054,3.640346669,2.3940444626,0.3210394326,2.07300503
"Fort Pierce--Port St. Lucie, FL MSA",0.0243712264,0.036140682,0.0271023174,21003.5,87320,264.99,108.95673345,298919.5,0.8826625749,0.8398689877,0.1164332,0.002482458,0.0075348378,0.0336805165,0.0680708544,0.4894733102,0.5105266898,0.2098412796,0.0643827061,0.1134039543,0.1384118517,0.1160427944,0.1128475532,0.136023199,0.1090466617,0.0162114221,0.0497754511,0.027057913,0.1198240648,0.1746677406,0.1546128727,0.1515639532,0.2006814623,0.1715534544,0.2474042102,0.4312837724,0.1363370406,0.1073983085,0.0479000571,0.0296766112,0.7734750024,0.2265249976,0.2184853241,0.5743246478,0.2071900281,0.2643089294,0.9302937015,0.0075266729,0.0306241281,0.0315554975,0.026091238,0.242896237,0.3786365815,0.1991373499,0.0632028393,0.0384795565,0.0200007002,0.0646890095,0.1443190952,0.3143422957,0.2238910761,0.0662368731,0.123936932,0.0625847184,0.4981125097,0.0275416803,0.4735886996,0.2474917879,0.166498465,0.1464944617,0.112176387,0.0821541826,0.0885388179,0.0705035027,0.0864268002,0.1123384771,0.0571580149,0.439756637,0.3895106642,0.088372231,0.0252024528,0.1810626612,0.5882579945,0.0383550978,0.0907347,0.1015895465,1.594787343,9.0423740905,13.025367834,15.438325991,41.0625,0.6749713021,3582.5520833,466.359375,0.7810370708,3.6448396637,0.6678579022,1.0744710711,2.8102201955,1375.6979167,3598.0625,3.8414169314,1.8498130799,3.8846912666,1.9319521452,0.227265516,1.7046866292
"Fort Smith, AR--OK MSA",0.0165495101,0.0412512581,0.0177659664,14947.7,60530,109.58,42.037454354,197876.3,0.5095347781,0.8406855469,0.0395969612,0.0510097723,0.0224745286,0.046233191,0.0382153006,0.4890182725,0.5109817275,0.2696853853,0.089735802,0.1421844599,0.1517714381,0.12542344,0.09272798,0.0700382744,0.0584332203,0.0186583727,0.0617309807,0.0590145727,0.180653441,0.2131129874,0.1854264269,0.1435659424,0.1189769986,0.0996084613,0.2436481069,0.3349206095,0.1813572703,0.1449396997,0.0618955903,0.0332387234,0.6892773667,0.3107226333,0.4320063771,0.2799210291,0.2880725938,0.6214968557,0.9490205658,0.0044084575,0.0249120291,0.0216589476,0.0361420929,0.3112113107,0.3909209048,0.157882768,0.0439810689,0.0206468906,0.0175560165,0.1082426364,0.1705519908,0.3253386354,0.2057944834,0.0580385412,0.0862927727,0.0457409401,0.5837134123,0.0343720028,0.3787509905,0.3386620457,0.176323203,0.1454556736,0.1050184794,0.0726899878,0.066628424,0.0493697132,0.0466939834,0.1506850483,0.0780336819,0.3457104772,0.4058699898,0.1261717537,0.0442140975,0.1914978016,0.584450296,0.0368649739,0.0729114427,0.1142754858,1.729397324,7.8337851576,10.538496792,17.008645533,28.710526316,0.6595738681,2726.2631579,492.4893617,1.001326758,4.3346908338,0.5916224158,0.53419465,2.7524891534,533.48684211,2748.8421053,4.3143480902,2.2267662548,3.2866838034,2.2686902251,0.1042960871,2.164394138
"Fort Walton Beach, FL MSA",0.0171928275,0.0475369469,0.0219925491,18586.7,88940,173.62,66.67090036,162481.4,0.7567519123,0.8451139932,0.0908100897,0.005847974,0.0248968386,0.0333311045,0.0392165231,0.5055659766,0.4944340234,0.2508427877,0.1003586704,0.1565302769,0.1642719339,0.1227776129,0.0926218838,0.0706992879,0.0418975463,0.017744615,0.0576264891,0.0639176795,0.1978051886,0.2311283879,0.1801364658,0.1413116914,0.1179957309,0.0680368574,0.2276297515,0.3628731072,0.1838619867,0.1454835769,0.0564458463,0.0237057315,0.651281929,0.348718071,0.1786459988,0.5001556906,0.3211983106,0.1671102442,0.9408536913,0.0031481496,0.0362243519,0.0197738073,0.0386339389,0.3263143136,0.3748499948,0.1522304445,0.0491673175,0.0257727976,0.0132573859,0.0431468477,0.0894006787,0.2763664481,0.2726343005,0.0857912706,0.1449125257,0.0877479288,0.5362202935,0.0290440715,0.3391797285,0.2229343834,0.1695485499,0.1531310273,0.1168537241,0.0964783699,0.0921974818,0.0806224646,0.0696645534,0.0893799902,0.0448924473,0.3356335755,0.4526155351,0.1285866182,0.038271824,0.2122394855,0.5825517432,0.0385766576,0.0545974047,0.112034709,1.7907153766,8.2319260486,10.09787508,20.887608069,33.760869565,0.5270834827,3008.1086957,538.62269939,0.7373898324,5.2258496815,0.4729359544,0.8055823616,2.2414566976,1092.4782609,3039.7173913,3.3006530709,2.961453748,3.0470390592,3.3957763593,0.5730320508,2.8227443085
"Fort Wayne, IN MSA",0.0327494817,0.0377793579,0.0350618059,18776.8,78850,224.16,85.036903884,460642,0.6059963177,0.8861618256,0.0778085632,0.0031723266,0.0093705808,0.0234867039,0.0284586897,0.489305674,0.510694326,0.2780986412,0.0939208263,0.1472616612,0.1574111546,0.1236835249,0.081260328,0.0624196396,0.0559442243,0.0178684712,0.062074935,0.0594592357,0.1951929763,0.2316588637,0.1857801377,0.1264106484,0.1053771514,0.0956976691,0.2551877826,0.3248668791,0.1638171516,0.1504206109,0.0694201937,0.0362873821,0.733987155,0.266012845,0.3934014411,0.2181046777,0.3884938812,0.5285503699,0.9378945268,0.0079463729,0.0267511417,0.0274079585,0.0376362671,0.2945918407,0.4323821595,0.139723971,0.0357593669,0.0178307399,0.0146676963,0.0499672501,0.1109378012,0.3637110676,0.2109018815,0.0768209425,0.1215731457,0.0660879114,0.6717902223,0.0312454509,0.2959895994,0.2144032013,0.1516932646,0.1459865846,0.1242604848,0.1004051607,0.1065920038,0.0843711435,0.0726739947,0.078431905,0.0676001438,0.3196474799,0.4136793173,0.1445439668,0.0545290922,0.245697153,0.5623062697,0.0269544955,0.0644335664,0.1006085153,1.8250310087,8.4378077374,12.13378268,19.190101237,43.714285714,0.6069333365,4124.2321429,497.78415614,0.6390622218,4.9698499573,0.5483857558,0.7009485509,2.686201049,1096.8392857,4203.3482143,4.0820042361,2.6436178225,3.3871495999,2.7894324215,0.307628577,2.4818038444
"Fort Worth--Arlington, TX PMSA",0.0248486895,0.0406853757,0.023532027,19933.1,82820,568.53,209.38779654,1591453.4,0.8464286416,0.7611879729,0.1105239582,0.0055565839,0.0289163086,0.0938151764,0.161178874,0.4957280474,0.5042719526,0.2781035176,0.1004768199,0.1711827936,0.1669410814,0.1211142218,0.0747435211,0.0499105814,0.0375274631,0.0184372344,0.0626337094,0.0666587495,0.2265693952,0.2493776308,0.1889934466,0.1197439045,0.0857489394,0.0631205994,0.2394570396,0.3135971966,0.1769529903,0.1566523016,0.0699788109,0.0433616609,0.6260021773,0.3739978227,0.346950381,0.5676868463,0.0853627727,0.4927989877,0.9442813228,0.0056764376,0.0247854896,0.02525675,0.0214617204,0.2131220175,0.3792535183,0.2161720993,0.0804902802,0.0452705284,0.018973086,0.0738390613,0.1216655662,0.250854587,0.25105317,0.0594199847,0.172435203,0.0707324277,0.6590151949,0.0341195404,0.3035175155,0.2088499706,0.1403731931,0.1366578548,0.1138007772,0.0930239625,0.1041042059,0.0981936955,0.1053479287,0.1032056615,0.0534148031,0.3405430438,0.4340207195,0.1294153832,0.0426060504,0.2396446436,0.5549840262,0.0461228991,0.0514426927,0.1078057384,1.7830089838,9.7105098813,14.192274493,20.360541427,31.812356979,0.5689631592,3474.8421053,632.91469194,0.7458507571,3.9613720991,0.557568191,1.0989061254,2.6154221114,1473.3592677,3506.6292906,3.5146006686,2.6626018654,3.7143282368,2.9473291119,0.4121670276,2.5351620843
"Fresno, CA MSA",0.0328872449,0.026682432,0.0272543738,14317.4,98580,113.3,36.10268916,846008.2,0.6688759847,0.577526533,0.0509954831,0.0153418269,0.0757515777,0.2803845793,0.4145390684,0.4973762326,0.5026237674,0.316194989,0.1102050989,0.1488929645,0.1445019391,0.1080214373,0.0706310532,0.0552235567,0.0463289614,0.0282333169,0.0833536445,0.0636157372,0.1964397794,0.2305766425,0.1868866293,0.1258091403,0.1060190379,0.0909246089,0.2034705939,0.286578906,0.1644718474,0.155553148,0.0912962769,0.0986292277,0.5664861118,0.4335138882,0.4593419595,0.3229566536,0.2177013869,0.5883252124,0.9067637056,0.0157651966,0.0460870107,0.0313840872,0.0367748116,0.285755689,0.412865211,0.1457536594,0.0378309571,0.0298591974,0.0197763872,0.1843630575,0.146375536,0.2167760159,0.2179421645,0.0664059134,0.1159438087,0.0521935039,0.5325159891,0.0673255294,0.3993009605,0.3100314121,0.1580260944,0.1344945663,0.1018170978,0.0777579977,0.079909527,0.0684476182,0.0707945434,0.2176129795,0.1061770765,0.352342387,0.3735753661,0.1212557059,0.0466494645,0.2890781839,0.4998332082,0.0626449698,0.0586411489,0.0898024891,1.6710243748,8.2030489622,17.630441793,15.610852713,16.538666667,0.6648631362,2258.792,452.10822148,1.3958869354,4.437059272,0.6445098596,0.968183456,3.1720171943,693.59733333,2272.4026667,4.1789058033,2.1064566657,4.1402006504,2.283596579,0.2655944766,2.0180021024
"Gainesville, FL MSA",0.0065840458,0.0437351794,0.0109866568,16536,81230,226.95,90.225972853,213801.8,0.697796754,0.7472092468,0.1923846485,0.0023789959,0.0316021157,0.0264249931,0.0507132461,0.4910052839,0.5089947161,0.2071388193,0.2243102069,0.1554907366,0.1366141821,0.1111444214,0.0692620485,0.0520086536,0.0440309315,0.012465453,0.0670820039,0.1832587379,0.2041015373,0.1902154879,0.1635048224,0.1061555044,0.0832954597,0.0696290603,0.2856951941,0.3530139629,0.1714745833,0.1233533271,0.0440811023,0.0223818304,0.5531545413,0.4468454587,0.3274363709,0.1674541594,0.5051094697,0.6341904781,0.8722664951,0.0222030489,0.0748081033,0.0307223527,0.0280096924,0.2981452745,0.4328277548,0.1378562241,0.0388275813,0.0200443264,0.0135667938,0.0472506553,0.0950260886,0.2127427965,0.1871810049,0.09325887,0.1861807094,0.1783598754,0.5840048503,0.040965421,0.3734602852,0.3691256613,0.153166355,0.1150360617,0.0905335575,0.0698187823,0.0702799449,0.0627380589,0.069678166,0.2140946834,0.0774237315,0.3960916193,0.3749780237,0.114666885,0.0368397405,0.413120675,0.4032683169,0.0396501254,0.0510741089,0.0928867738,1.6523812688,7.2639980047,11.699738903,22.716713881,47.875,0.5773318045,3667.65625,580.14371257,0.7547917482,3.9390694361,0.6087983093,1.1305011345,2.8409299978,1497.765625,3763.859375,3.3669608782,2.4649729454,3.9714311323,2.5519626944,0.2493761174,2.302586577
"Galveston--Texas City, TX PMSA",0.0141347991,0.0442149437,0.0152732525,19295.5,75240,603.05,227.79281725,240330.3,0.918793843,0.7354042152,0.1607323485,0.0043424347,0.019626954,0.0798940476,0.1684757737,0.4903131717,0.5096868283,0.2697753972,0.0886058367,0.1452375828,0.166257317,0.1323789594,0.0886291413,0.0632543109,0.0458614548,0.0186742425,0.0685814802,0.047571871,0.1816831504,0.2384924489,0.2034904129,0.1399158199,0.1105664153,0.0781546529,0.2487583252,0.3216116895,0.1744478437,0.1481231727,0.0682348695,0.0388240994,0.6492379137,0.3507620863,0.3453566575,0.5805743446,0.074068998,0.423902237,0.9170776922,0.0137222343,0.0453844703,0.0238156031,0.0296140833,0.2584815207,0.3435578197,0.1869133294,0.0794068752,0.0532114926,0.024999276,0.0762082562,0.1299297601,0.2683672259,0.245703748,0.0629951567,0.1396545027,0.0771413505,0.601477144,0.0439074492,0.3518309164,0.2660986969,0.1339702448,0.1212931258,0.1006778036,0.0817371692,0.094963945,0.0998676501,0.1016944875,0.1367365865,0.0890791055,0.3544367443,0.4104186299,0.111573558,0.0344919623,0.2346882064,0.5380364117,0.0488284011,0.0650700503,0.1133769305,1.6599408586,8.4300597129,13.214440121,18.433255269,27.535714286,0.6227613324,3311.3095238,548.98167539,0.9252864257,4.2078501741,0.6112055463,1.0583954872,3.0766324421,1143.8571429,3325.0595238,4.1069058312,2.4877647393,4.1350279293,2.6303359561,0.3098167382,2.3205192179
